site,sampling_date,transect_num,quadrat_num,quadrat_pos,species,size_class,count,primary_substrate,notes,,site,date,transect,quadrat,quad_height,species,total count,quadrat area,density
Arroyo Hondo,30-Jun-19,1,4,6.8,Pachygrapsus,15-Oct,2,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,4,6.8,Pachygrapsus,0-5,2,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,4,6.8,Porcelain crab,0-5,7,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,4,6.8,Pachygrapsus,10-May,3,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,5,8.5,Pachygrapsus,25-30,1,pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,5,8.5,Pachygrapsus,0-5,1,pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,5,8.5,Pachygrapsus,10-May,2,pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,6,10.2,0,0,0,pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,7,11.9,Pachygrapsus,15-Oct,0,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,8,13.6,0,0,0,sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,9,15.3,0,0,0,sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,10,17,0,0,0,sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,0,0,Pachygrapsus,20,1,mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,0,0,Pachygrapsus,25,1,mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,1,1.7,Pachygrapsus,25,1,bedrock/anemone,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,1,1.7,Pachygrapsus,10,1,bedrock/anemone,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,2,3.4,0,0,0,bedrock/anemone,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,3,5.1,Pachygrapsus,25,1,mussel/bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,3,5.1,Pachygrapsus,15,1,mussel/bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,4,6.8,0,0,0,bed rock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,5,8.5,0,0,0,bedrock/pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,6,10.2,0,0,0,bedrock/sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,7,11.9,0,0,0,bedrock/sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,8,13.6,Pachygrapsus,20,1,bedrock/sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,9,15.3,Pachygrapsus,5,1,bed rock/barnacle,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,2,10,17,0,0,0,sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,0,0,Pachygrapsus,25-30,4,50% bedrock 50% mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,0,0,Pachygrapsus,20-25,4,50% bedrock 50% mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,1,1.7,Pachygrapsus,20,1,boulder/mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,1,1.7,Pachygrapsus,10,1,boulder/pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,2,3.4,Pachygrapsus,20,1,bedrock/anemone/mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,2,3.4,Pachygrapsus,15,1,bedrock/anemone/mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,3,5.1,Pachygrapsus,15,2,mussel/bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,3,5.1,Pachygrapsus,10,1,mussel/bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,4,6.8,Pachygrapsus,5,1,bedrock/pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,5,8.5,0,0,0,NULL,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,6,10.2,0,0,0,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,7,11.9,0,0,0,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,8,13.6,0,0,0,pool/sand/bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,9,15.3,Pachygrapsus,5,1,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,3,10,17,0,0,0,NULL,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,0,0,Pachygrapsus,15-Oct,1,mussels,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,0,0,Pachygrapsus,10-May,1,mussels,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,1,1.3,Pachygrapsus,15,1,mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,1,1.3,Pachygrapsus,10,1,mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,1,1.3,Pachygrapsus,20,1,mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,2,2.6,Pachygrapsus,15,1,mussel/bedrock/anemone,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,2,2.6,Pachygrapsus,10,1,mussel/bedrock/anemone,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,3,3.9,0,0,0,bedrock/pool,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,4,5.2,Pachygrapsus,5,1,,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,4,5.2,Pachygrapsus,20,2,bedrock/mussel,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,5,6.5,0,0,0,NULL,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,6,7.8,Pachygrapsus,20,1,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,7,9.7,0,0,0,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,8,10.4,0,0,0,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,9,11.7,Pachygrapsus,10,2,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,9,11.7,Pachygrapsus,25,2,bedrock,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,4,10,13,0,0,0,bedrock,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,0,0,0,0,0,sand inundated,a bunch of crab molts at top of transect 1,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,1,2.1,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul,1,2,4.2,Unknown shrimp,8,1,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,3,6.3,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,4,8.4,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,5,10.5,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul,1,6,12.6,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,7,14.7,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,8,16.8,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,1,9,18.9,Cancer crab,15-20,2,sand + boulders,,,,,,,,,,,
Hammond's Meadow,13-Jul,1,10,21,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,1,0,Pagurus hirsutiusculus,0-5,1,algae boulder with pool,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,1,0,Unknown shrimp,,1,algae boulder with pool,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,1,0,Unknown shrimp,,1,algae boulder with pool,,,,,,,,,,,
Hammond's Meadow,13-Jul,2,1,0,Unknown shrimp,,1,algae boulder with pool,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,2,2.1,Unknown crab,,1,algae boulder with pool + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,2,2.1,Unknown crab,,1,algae boulder with pool + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,3,4.2,0,0,0,algae boulder with pool + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul,2,4,6.3,Pagurus hirsutiusculus,10-May,1,boulder + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,5,8.4,Unknown shrimp,0-5,1,boulder + sand + objective,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,5,8.4,Unknown shrimp,10-May,1,boulder + sand + objective,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,6,10.5,0,0,0,boulder,,,,,,,,,,,
Hammond's Meadow,13-Jul,2,7,12.6,Unknown crab,0-5,1,sand + brown al,brown olivella,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,7,12.6,Pachygrapsus,10-May,1,,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,8,14.7,Pagurus hirsutiusculus,10-May,2,boulder + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,9,14.7,Pagurus hirsutiusculus,0-5,1,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul,2,10,18.9,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,2,10,21,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,0,0,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,1,2.3,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul,3,2,4.6,Pagurus hirsutiusculus,15-Oct,1,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,3,6.9,Pagurus hirsutiusculus,10-May,1,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,4,9.2,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,5,11.5,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul,3,6,13.8,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,7,16.1,Pagurus hirsutiusculus,15-Oct,1,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,8,18.4,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,3,9,20.7,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul,3,10,23,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,1,0,0,0,0,algae + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,2,2.2,0,0,0,algae + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,3,4.4,0,0,0,pool + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul,4,4,6.6,Pagurus hirsutiusculus,0-5,1,algae + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,4,6.6,Unknown crab,2,1,algae + sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,5,11,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,6,13.2,0,0,0,sand inundated,,,,,,,,,,,
Hammond's Meadow,13-Jul,4,7,15.4,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,8,17.6,0,0,0,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,9,19.8,Pagurus hirsutiusculus,0-5,1,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul,4,9,19.8,Pagurus hirsutiusculus,15-Oct,1,sand,,,,,,,,,,,
Hammond's Meadow,13-Jul-19,4,10,22,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,0,0,0,0,0,boulder + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,1,2.2,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,2,4.4,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,3,6.6,0,0,0,sandy pool,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,4,8.8,0,0,0,cobble + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,5,11,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,6,13.2,Pachygrapsus,10-May,1,boulder + sand + mussels,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,7,15.4,Pachygrapsus,15-Oct,2,boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,8,17.6,Pagurus hirsutiusculus,15-Oct,1,boulder + sandy pool,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,8,17.6,Pachygrapsus,35-40,1,boulder + sandy pool,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,9,19.8,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,1,10,22,0,0,0,sand + boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,0,0,Pugettia product,10-May,1,boulder + kelp,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,1,0.5,0,0,0,boulder + kelp + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,2,7.2,Pachygrapsus,10-May,1,boulder + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,3,9.8,0,0,0,sandy pool,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,4,12.4,Pachygrapsus,10-May,3,anemone-covered boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,4,12.4,Pachygrapsus,20-Oct,3,anemone-covered boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,4,12.4,Pachygrapsus,0-5,1,anemone-covered boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,4,12.4,Pachygrapsus,15-20,1,anemone-covered boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,4,12.4,Pachygrapsus,25-30,1,anemone-covered boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,5,15,0,0,0,boulder,octopus,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,6,18.6,Pachygrapsus,10-May,1,boulder + cobble,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,6,18.6,Pachygrapsus,25-30,1,boulder + cobble,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,6,18.6,Pachygrapsus,20-25,1,boulder + cobble,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,7,22.2,Pachygrapsus,15-20,1,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,7,22.2,Pachygrapsus,15-Oct,1,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,7,22.2,Pachygrapsus,10-May,2,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,7,22.2,Unknown porcelain crab,10-May,6,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,7,22.2,Pagurus hirsutiusculus,0-5,6,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,8,25.8,Pachygrapsus,10-May,1,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,8,25.8,Pachygrapsus,15-Oct,1,boulder + mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,9,29.4,Pagurus samuelis,20-25,1,sand + boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,2,10,33,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,1,0,0,0,0,sand + algae,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,2,3.6,Pachygrapsus,0-5,1,mussel + boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,3,7.2,Pachygrapsus,10-May,1,sand + boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,3,7.2,Pachygrapsus,0-5,1,sand + boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,4,10.8,Pachygrapsus,0-5,4,boulder/rock,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,5,14.4,Pachygrapsus,0-5,1,rock,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,6,18,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,7,21.6,Pachygrapsus,15-Oct,1,boulder + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,7,21.6,Pagurus hirsutiusculus,10-May,2,boulder + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,7,21.6,Pagurus hirsutiusculus,15-Oct,1,boulder + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,8,25.2,Pachygrapsus,0-5,4,boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,8,25.2,Pachygrapsus,15-Oct,1,boulder,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,9,28.8,Pachygrapsus,0-5,4,mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,9,28.8,Pachygrapsus,15-Oct,2,mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,9,28.8,Pachygrapsus,10-May,1,mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,9,28.8,Unknown porcelain crab,0-5,1,mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,9,28.8,Unknown porcelain crab,10-May,1,mussel,,,,,,,,,,,
Mussel Shoals,15-Jul-19,3,10,32.4,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,1,0,0,0,0,boulder + open water,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,2,2.6,0,0,0,pool,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,3,5.2,0,0,0,kelp + pool,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,4,7.8,0,0,0,kelp + pool + sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,5,10.4,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,6,13,Unknown shrimp,15-Oct,1,sand + rock,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,7,15.6,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,8,18.2,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,9,20.8,0,0,0,sand,,,,,,,,,,,
Mussel Shoals,15-Jul-19,4,10,23.4,0,0,0,sand,,,,,,,,,,,
Jalama,18-Jul-19,1,0,0,Pachygrapsus,15-Oct,1,kelp + rock,,,,,,,,,,,
Jalama,18-Jul-19,1,1,1.7,Pachygrapsus,0-5,1,rock,,,,,,,,,,,
Jalama,18-Jul-19,1,2,3.4,0,0,0,algae + rock,,,,,,,,,,,
Jalama,18-Jul-19,1,3,5.1,0,0,0,algae + rock,,,,,,,,,,,
Jalama,18-Jul-19,1,4,6.8,0,0,0,rock,,,,,,,,,,,
Jalama,18-Jul-19,1,5,8.5,0,0,0,rock,,,,,,,,,,,
Jalama,18-Jul-19,1,6,10.2,0,0,0,sand,,,,,,,,,,,
Jalama,18-Jul-19,1,7,11.9,0,0,0,sand,,,,,,,,,,,
Jalama,18-Jul-19,1,8,13.6,0,0,0,sand,,,,,,,,,,,
Jalama,18-Jul-19,1,9,15.3,0,0,0,sand,,,,,,,,,,,
Jalama,18-Jul-19,2,0,0,0,0,0,kelp + sea grass,,,,,,,,,,,
Jalama,18-Jul-19,2,1,5.4,0,0,0,boulder + sea grass/algae,,,,,,,,,,,
Jalama,18-Jul-19,2,2,10.8,0,0,0,kelp + sea grass,,,,,,,,,,,
Jalama,18-Jul-19,2,3,16.2,0,0,0,kelp + sea grass,,,,,,,,,,,
Jalama,18-Jul-19,2,4,21.6,0,0,0,kelp + algae + rocky,,,,,,,,,,,
Jalama,18-Jul-19,2,5,27,Pachygrapsus,0-5,1,bedrock + algae,,,,,,,,,,,
Jalama,18-Jul-19,2,6,32.4,0,0,0,kelp + bedrock + algae,,,,,,,,,,,
Jalama,18-Jul-19,2,7,37.8,0,0,0,bedrock + algae,drops down,,,,,,,,,,
Jalama,18-Jul-19,2,8,43.2,0,0,0,algae + rock,,,,,,,,,,,
Jalama,18-Jul-19,2,9,48.6,0,0,0,rock,,,,,,,,,,,
Jalama,18-Jul-19,3,1,0,0,0,0,sea grass + water,,,,,,,,,,,
Jalama,18-Jul-19,3,2,5.4,0,0,0,sea grass + water,,,,,,,,,,,
Jalama,18-Jul-19,3,3,10.8,Pagurus hirsutiusculus,10-May,11,sea grass over sand,,,,,,,,,,,
Jalama,18-Jul-19,3,3,10.8,Pagurus hirsutiusculus,0-5,4,sea grass over sand,,,,,,,,,,,
Jalama,18-Jul-19,3,4,16.2,Pagurus hirsutiusculus,10-May,1,sea grass over sand/rocks,,,,,,,,,,,
Jalama,18-Jul-19,3,5,21.6,Pagurus hirsutiusculus,0-5,3,sea grass over sand/rocks,,,,,,,,,,,
Jalama,18-Jul-19,3,5,21.6,Pagurus hirsutiusculus,10-May,1,sea grass over sand/rocks,,,,,,,,,,,
Jalama,18-Jul-19,3,6,27.1,0,0,0,sea grass over sand,,,,,,,,,,,
Jalama,18-Jul-19,3,7,32.5,Pagurus hirsutiusculus,,1,patchy sea grass,,,,,,,,,,,
Jalama,18-Jul-19,3,7,32.5,Pugettia producta,,1,patchy sea grass,,,,,,,,,,,
Jalama,18-Jul-19,3,8,47.9,0,0,0,sand + algae + rock,,,,,,,,,,,
Jalama,18-Jul-19,3,9,43.3,0,0,0,sand + algae + rock,,,,,,,,,,,
Jalama,18-Jul-19,3,10,48.7,0,0,0,ulva,,,,,,,,,,,
Jalama,18-Jul-19,4,1,0,0,0,0,red algae on rock,,,,,,,,,,,
Jalama,18-Jul-19,4,2,5.4,Pachygrapsus,10-May,2,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,3,10.8,Pachygrapsus,10-May,1,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,3,10.8,Unknown porcelain crab,10-May,1,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,4,16.2,Pachygrapsus,0-5,3,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,4,16.2,Pachygrapsus,10-May,1,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,4,16.2,Pachygrapsus,15-Oct,4,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,4,16.2,Pagurus samuelis,15-20,1,mussels,,,,,,,,,,,
Jalama,18-Jul-19,4,5,21.6,Pachygrapsus,0-5,1,mussel + bedrock,,,,,,,,,,,
Jalama,18-Jul-19,4,5,21.6,Pachygrapsus,10-May,1,mussel + bedrock,,,,,,,,,,,
Jalama,18-Jul-19,4,5,21.6,Pagurus hirsutiusculus,0-5,1,mussel + bedrock,,,,,,,,,,,
Jalama,18-Jul-19,4,6,28.3,Pachygrapsus,15-Oct,1,bedrock + mussel,,,,,,,,,,,
Jalama,18-Jul-19,4,6,28.3,Pachygrapsus,0-5,1,bedrock + mussel,,,,,,,,,,,
Jalama,18-Jul-19,4,7,37.8,0,0,0,sand/rock,,,,,,,,,,,
Jalama,18-Jul-19,4,8,43.2,0,0,0,sand,,,,,,,,,,,
Jalama,18-Jul-19,4,9,48.6,0,0,0,sand,,,,,,,,,,,
